Pincode,Prepaid,Reverse Pickup,REPL,COD,Dispatch Center,City,State,State Code,Sort Code,Value Capping
641004,Y,Y,Y,Y,CJB (Tamil Nadu),Coimbatore,Tamil Nadu,TN,CJB/SSU,N/A
